Latitude,Longitude,Mean_daily_range,Volume,Supply_air_temperature,Nb_of_people,Relative_humidity,Space_type,Wall_area,Door_area,Partition_area,Roof_area,Window_area,Skylight_area,Spaces,Cooling_load,Heating_load
42,71,9,4047,12,24,46,0,491,52,0,802,0,0,15,74957,60687
42,71,9,10126,12,50,46,0,674,42,0,1646,0,0,12,153019,115869
42,71,9,34450,12,142,46,0,1218,22,0,4609,0,0,9,424155,305332
42,71,9,10555,12,52,46,0,687,34,0,1702,0,0,11,158227,119541
42,71,9,4833,12,28,46,0,558,48,0,926,0,0,11,87612,70888
42,71,9,1500,12,11,46,0,341,26,0,339,0,0,5,33265,29895
42,71,9,3751,12,23,46,0,508,22,0,756,0,0,7,72460,58736
42,71,9,7376,12,39,46,0,603,42,0,1280,0,0,12,119089,91779
42,71,9,2880,12,19,46,0,526,26,0,620,0,0,9,60262,51421
42,71,9,14862,12,72,46,0,849,46,0,2332,0,0,13,215901,162078
42,71,9,7363,12,41,46,0,659,60,0,1341,0,0,11,125638,97788
42,71,9,2309,12,16,46,0,429,22,0,505,0,0,6,48500,41702
42,71,9,4825,12,28,46,0,520,48,0,914,0,0,13,86151,68277
42,71,9,2291,12,15,46,0,397,10,0,491,0,0,8,46872,39929
42,71,9,8327,12,43,46,0,633,44,0,1416,0,0,15,131525,101311
42,71,9,5448,12,30,46,0,519,40,0,979,0,0,7,92282,72986
42,71,9,3653,12,24,46,0,590,16,0,764,0,0,6,73411,61339
42,71,9,11038,12,58,46,0,805,36,0,1879,0,0,13,175363,133576
42,71,9,70022,12,255,46,0,1719,12,0,8205,0,0,5,752441,531802
42,71,9,5359,12,31,46,0,597,65,0,1035,0,0,17,97699,77797
42,71,9,4740,12,28,46,0,577,20,0,917,0,0,4,87689,70691
42,71,9,9396,12,50,46,0,748,34,0,1637,0,0,11,153258,117408
42,71,9,47453,12,183,46,0,1372,22,0,5882,0,0,4,540960,385812
42,71,9,2743,12,18,46,0,439,24,0,576,0,0,8,55030,46349
42,71,9,211287,12,569,46,0,2446,54,0,18339,0,0,9,1665228,1149268
42,71,9,24843,12,110,46,0,1072,22,0,3552,0,0,7,328252,239057
42,71,9,2835,12,19,46,0,480,32,0,612,0,0,14,58711,49350
42,71,9,15363,12,76,46,0,923,26,0,2473,0,0,13,229918,171507
42,71,9,5912,12,33,46,0,554,44,0,1063,0,0,10,100079,78531
42,71,9,5277,12,31,46,0,606,40,0,1022,0,0,11,96480,77099
42,71,9,5360,12,31,46,0,555,52,0,1012,0,0,13,95055,74932
42,71,9,3412,12,21,46,0,482,38,0,693,0,0,9,66151,55301
42,71,9,4448,12,26,46,0,515,38,0,858,0,0,9,80678,64803
42,71,9,9651,12,51,46,0,777,40,0,1680,0,0,8,156947,120080
42,71,9,3037,12,20,46,0,505,26,0,651,0,0,10,62903,52311
42,71,9,1968,12,13,46,0,394,30,0,431,0,0,7,41757,36371
42,71,9,13526,12,67,46,0,862,34,0,2194,0,0,10,204630,153559
42,71,9,5718,12,31,46,0,532,38,0,1024,0,0,9,96081,75404
42,71,9,1175,12,9,46,0,306,30,0,278,0,0,9,27620,25335
42,71,9,16145,12,80,46,0,982,18,0,2573,0,0,5,240157,178992
42,71,9,11060,12,55,46,0,716,40,0,1790,0,0,11,166455,125359
42,71,9,7004,12,37,46,0,576,40,0,1213,0,0,11,113136,87517
42,71,9,9128,12,49,46,0,751,42,0,1599,0,0,11,149572,115723
